Visitor_ID,Age,Gender,Accommodation_Type,Accommodation_Cost (INR),Travel_Mode,Travel_Cost (INR),Total_Trip_Cost (INR),Visit_Month,Group_Size,State_of_Origin,Trip_Duration (Days)
V39704,65,Male,Hotel,4294,Walk,0,4294,October,2,Uttar Pradesh,1
V39705,49,Female,Tent,4892,Palanquin,1721,6613,July,3,Maharashtra,7
V39706,53,Female,Tent,1998,Horse,2562,4560,September,9,Uttar Pradesh,7
V39707,23,Male,Hotel,1223,Walk,0,1223,September,5,Uttar Pradesh,1
V39708,51,Male,Dharamshala,3955,Palanquin,1412,5367,July,6,Delhi,7
V39709,67,Male,Hotel,3360,Palanquin,7632,10992,September,3,Madhya Pradesh,1
V39710,50,Female,Dharamshala,3211,Walk,0,3211,August,7,Madhya Pradesh,3
V39711,68,Male,Dharamshala,3789,Palanquin,5706,9495,May,2,Rajasthan,6
V39712,59,Other,Dharamshala,792,Palanquin,362,1154,July,2,Gujarat,3
V39713,45,Male,Dharamshala,2017,Horse,5332,7349,September,7,Madhya Pradesh,6
V39714,58,Male,Dharamshala,3533,Palanquin,1068,4601,September,2,Madhya Pradesh,2
V39715,46,Female,Hotel,952,Walk,0,952,October,5,Madhya Pradesh,1
V39716,59,Male,Dharamshala,3613,Horse,1899,5512,June,6,Delhi,6
V39717,61,Female,Hotel,2877,Helicopter,1455,4332,July,3,Delhi,7
V39718,50,Male,Hotel,1360,Walk,0,1360,June,9,Madhya Pradesh,3
V39719,27,Male,Hotel,4731,Walk,0,4731,May,1,Delhi,2
V39720,53,Male,Hotel,2128,Palanquin,2090,4218,May,3,Maharashtra,2
V39721,58,Female,Hotel,4223,Horse,908,5131,June,7,Gujarat,3
V39722,29,Male,Hotel,4677,Horse,499,5176,October,9,Gujarat,1
V39723,20,Male,Tent,4532,Palanquin,5019,9551,May,2,Madhya Pradesh,5
V39724,23,Male,Tent,2966,Walk,0,2966,October,4,Madhya Pradesh,2
V39725,43,Male,Dharamshala,2499,Horse,7549,10048,October,8,Gujarat,5
V39726,67,Other,Tent,1521,Walk,0,1521,June,4,Delhi,6
V39727,54,Female,Hotel,1025,Helicopter,1502,2527,July,7,Maharashtra,4
V39728,64,Female,Tent,2784,Palanquin,3468,6252,June,4,Uttar Pradesh,5
V39729,28,Male,Hotel,4972,Palanquin,1172,6144,October,1,Rajasthan,1
V39730,27,Male,Tent,893,Palanquin,7727,8620,August,10,Maharashtra,4
V39731,30,Female,Tent,4174,Horse,2182,6356,July,7,Madhya Pradesh,6
V39732,57,Female,Dharamshala,983,Palanquin,7666,8649,September,5,Madhya Pradesh,1
V39733,29,Female,Hotel,2246,Horse,269,2515,May,5,Rajasthan,2
V39734,26,Male,Hotel,1778,Horse,7084,8862,June,7,Rajasthan,4
V39735,62,Male,Hotel,2986,Horse,5365,8351,September,2,Rajasthan,5
V39736,31,Male,Dharamshala,361,Walk,0,361,May,3,Maharashtra,7
V39737,65,Female,Hotel,2782,Walk,0,2782,May,6,Maharashtra,1
V39738,66,Male,Hotel,1952,Horse,1614,3566,May,1,Uttar Pradesh,4
V39739,60,Male,Tent,4609,Horse,851,5460,September,5,Rajasthan,4
V39740,53,Female,Hotel,397,Walk,0,397,September,5,Maharashtra,2
V39741,37,Male,Hotel,3951,Walk,0,3951,July,2,Rajasthan,4
V39742,29,Male,Tent,3438,Horse,5495,8933,August,5,Maharashtra,3
V39743,54,Male,Hotel,3187,Horse,7649,10836,June,5,Uttar Pradesh,5
V39744,31,Male,Tent,809,Palanquin,1928,2737,June,4,Madhya Pradesh,7
V39745,43,Male,Hotel,1421,Horse,2388,3809,August,9,Gujarat,4
V39746,59,Male,Hotel,1441,Helicopter,4972,6413,August,8,Uttar Pradesh,4
V39747,27,Male,Dharamshala,3210,Walk,0,3210,July,10,Madhya Pradesh,7
V39748,28,Female,Tent,1454,Palanquin,2399,3853,June,3,Rajasthan,6
V39749,47,Female,Tent,909,Helicopter,2834,3743,July,7,Uttar Pradesh,5
V39750,62,Female,Tent,1836,Horse,4799,6635,October,3,Rajasthan,3
V39751,55,Female,Hotel,2632,Horse,7074,9706,September,4,Gujarat,3
V39752,23,Male,Hotel,3722,Helicopter,3211,6933,October,7,Uttar Pradesh,4
V39753,68,Female,Hotel,4853,Palanquin,7982,12835,September,6,Rajasthan,3
V39754,46,Female,Hotel,2289,Walk,0,2289,June,1,Delhi,1
V39755,35,Male,Hotel,2163,Helicopter,3262,5425,September,4,Madhya Pradesh,1
V39756,61,Male,Tent,2521,Palanquin,7331,9852,May,7,Madhya Pradesh,7
V39757,36,Male,Hotel,380,Walk,0,380,October,9,Gujarat,2
V39758,38,Other,Tent,2683,Palanquin,6661,9344,September,3,Gujarat,1
V39759,38,Female,Hotel,1128,Walk,0,1128,October,1,Gujarat,7
V39760,59,Male,Tent,2747,Palanquin,6939,9686,September,4,Gujarat,2
V39761,49,Male,Hotel,521,Palanquin,1802,2323,August,8,Uttar Pradesh,6
V39762,56,Female,Hotel,4459,Walk,0,4459,July,8,Maharashtra,3
V39763,42,Female,Tent,3895,Walk,0,3895,September,4,Rajasthan,4
V39764,40,Female,Hotel,2808,Horse,5079,7887,July,2,Gujarat,5
V39765,68,Male,Tent,988,Horse,3727,4715,October,6,Uttar Pradesh,7
V39766,61,Female,Hotel,2506,Horse,6947,9453,June,5,Uttar Pradesh,2
V39767,22,Male,Hotel,4223,Palanquin,6128,10351,May,4,Uttar Pradesh,5
V39768,44,Male,Hotel,3433,Helicopter,5832,9265,July,1,Maharashtra,3
V39769,61,Male,Dharamshala,1842,Horse,1703,3545,July,7,Uttar Pradesh,2
V39770,38,Male,Hotel,2336,Horse,5110,7446,June,3,Gujarat,7
V39771,53,Other,Tent,1482,Walk,0,1482,October,8,Uttar Pradesh,5
V39772,37,Female,Dharamshala,804,Walk,0,804,August,2,Madhya Pradesh,5
V39773,29,Male,Tent,2596,Walk,0,2596,June,6,Delhi,4
V39774,19,Male,Dharamshala,4483,Palanquin,3394,7877,June,6,Uttar Pradesh,5
V39775,41,Male,Tent,851,Walk,0,851,July,6,Gujarat,6
V39776,20,Female,Dharamshala,1309,Palanquin,3028,4337,October,4,Uttar Pradesh,1
V39777,58,Female,Hotel,720,Walk,0,720,May,1,Rajasthan,7
V39778,36,Female,Dharamshala,3568,Walk,0,3568,June,10,Gujarat,2
V39779,59,Female,Tent,3019,Walk,0,3019,June,2,Delhi,1
V39780,33,Male,Dharamshala,4516,Horse,5136,9652,September,3,Uttar Pradesh,7
V39781,21,Male,Tent,2696,Walk,0,2696,September,8,Maharashtra,6
V39782,36,Male,Hotel,1166,Horse,2262,3428,May,2,Uttar Pradesh,5
V39783,59,Female,Hotel,452,Horse,1955,2407,June,2,Madhya Pradesh,3
V39784,25,Male,Dharamshala,2342,Walk,0,2342,October,7,Uttar Pradesh,4
V39785,39,Male,Hotel,696,Horse,7061,7757,July,9,Delhi,5
V39786,57,Female,Dharamshala,4230,Horse,2731,6961,August,10,Uttar Pradesh,4
V39787,23,Male,Dharamshala,3785,Walk,0,3785,June,2,Gujarat,3
V39788,35,Male,Hotel,3290,Palanquin,1999,5289,August,5,Maharashtra,6
V39789,65,Male,Hotel,3613,Walk,0,3613,September,10,Delhi,6
V39790,59,Male,Tent,1792,Walk,0,1792,June,3,Delhi,6
V39791,31,Male,Tent,4888,Horse,7302,12190,May,9,Delhi,4
V39792,69,Male,Hotel,3423,Helicopter,4824,8247,July,1,Madhya Pradesh,2
V39793,52,Male,Hotel,1503,Palanquin,7559,9062,September,1,Gujarat,6
V39794,44,Female,Dharamshala,779,Helicopter,2179,2958,June,1,Uttar Pradesh,4
V39795,56,Female,Dharamshala,1950,Horse,2564,4514,June,3,Madhya Pradesh,1
V39796,41,Female,Hotel,2184,Horse,1455,3639,September,9,Delhi,3
V39797,57,Male,Dharamshala,424,Horse,2093,2517,June,3,Rajasthan,1
V39798,19,Female,Dharamshala,1859,Walk,0,1859,October,10,Uttar Pradesh,7
V39799,29,Female,Hotel,2384,Horse,4720,7104,June,5,Maharashtra,5
V39800,48,Male,Dharamshala,3829,Palanquin,6667,10496,June,8,Rajasthan,3
V39801,66,Female,Tent,793,Walk,0,793,July,3,Gujarat,5
V39802,61,Female,Hotel,2619,Walk,0,2619,October,1,Madhya Pradesh,1
V39803,22,Male,Tent,4894,Walk,0,4894,May,5,Maharashtra,5
V39804,60,Female,Hotel,3594,Palanquin,7383,10977,August,1,Rajasthan,2
V39805,65,Male,Hotel,1231,Walk,0,1231,July,6,Delhi,4
V39806,29,Male,Hotel,4859,Palanquin,5660,10519,July,9,Delhi,3
V39807,58,Male,Hotel,4683,Horse,5103,9786,June,8,Rajasthan,1
V39808,39,Male,Tent,2610,Walk,0,2610,June,6,Rajasthan,2
V39809,19,Female,Hotel,2412,Horse,1726,4138,July,5,Delhi,2
V39810,34,Female,Hotel,2184,Palanquin,5056,7240,May,4,Delhi,3
V39811,47,Male,Tent,2863,Palanquin,3992,6855,August,1,Maharashtra,5
V39812,66,Female,Hotel,619,Palanquin,5301,5920,May,9,Maharashtra,3
V39813,58,Other,Hotel,4036,Walk,0,4036,July,9,Delhi,7
V39814,56,Male,Dharamshala,2950,Walk,0,2950,May,5,Madhya Pradesh,2
V39815,57,Male,Hotel,3648,Horse,3029,6677,May,7,Uttar Pradesh,5
V39816,57,Female,Hotel,1328,Walk,0,1328,October,4,Uttar Pradesh,6
V39817,53,Female,Dharamshala,4511,Walk,0,4511,July,7,Maharashtra,2
V39818,54,Male,Tent,4380,Palanquin,499,4879,October,1,Uttar Pradesh,3
V39819,68,Female,Tent,4421,Palanquin,7094,11515,October,10,Delhi,7
V39820,66,Male,Hotel,980,Walk,0,980,June,4,Delhi,7
V39821,26,Female,Dharamshala,2811,Walk,0,2811,September,1,Delhi,4
V39822,43,Male,Hotel,2578,Helicopter,3079,5657,June,7,Rajasthan,2
V39823,52,Male,Tent,2337,Horse,1554,3891,October,4,Rajasthan,4
V39824,33,Female,Hotel,1452,Helicopter,5796,7248,June,8,Uttar Pradesh,2
V39825,40,Male,Tent,531,Palanquin,3484,4015,August,9,Rajasthan,1
V39826,23,Female,Hotel,4802,Palanquin,3959,8761,October,1,Gujarat,2
V39827,67,Male,Hotel,2031,Horse,5309,7340,September,10,Rajasthan,4
V39828,41,Male,Hotel,4744,Walk,0,4744,July,5,Uttar Pradesh,5
V39829,70,Male,Dharamshala,2620,Horse,807,3427,May,9,Uttar Pradesh,7
V39830,66,Male,Tent,2387,Walk,0,2387,July,1,Gujarat,6
V39831,64,Male,Tent,4282,Palanquin,4157,8439,August,10,Rajasthan,3
V39832,42,Other,Hotel,4319,Walk,0,4319,September,4,Delhi,4
V39833,69,Female,Hotel,4509,Walk,0,4509,October,1,Gujarat,2
V39834,54,Female,Hotel,1590,Walk,0,1590,September,9,Maharashtra,5
V39835,33,Female,Hotel,4774,Walk,0,4774,October,3,Gujarat,6
V39836,31,Female,Hotel,3966,Palanquin,4104,8070,August,2,Gujarat,4
V39837,51,Male,Dharamshala,2295,Walk,0,2295,October,6,Gujarat,6
V39838,39,Male,Dharamshala,3916,Palanquin,1051,4967,June,1,Maharashtra,3
V39839,59,Female,Tent,3611,Horse,1830,5441,October,4,Madhya Pradesh,7
V39840,36,Male,Dharamshala,987,Horse,789,1776,July,1,Rajasthan,4
V39841,46,Female,Hotel,3213,Walk,0,3213,September,6,Delhi,1
V39842,48,Female,Tent,4023,Walk,0,4023,July,9,Madhya Pradesh,5
V39843,29,Female,Hotel,3243,Palanquin,6129,9372,September,7,Madhya Pradesh,2
V39844,58,Male,Hotel,2683,Walk,0,2683,October,9,Maharashtra,1
V39845,46,Male,Tent,2090,Palanquin,1467,3557,September,9,Maharashtra,3
V39846,57,Other,Tent,1274,Horse,7787,9061,July,5,Maharashtra,2
V39847,51,Female,Hotel,4523,Horse,6025,10548,September,7,Delhi,3
V39848,21,Male,Hotel,1203,Horse,5225,6428,October,8,Rajasthan,7
V39849,18,Male,Tent,2972,Horse,1381,4353,May,4,Gujarat,7
V39850,69,Female,Hotel,4537,Horse,4603,9140,May,7,Delhi,1
V39851,40,Female,Hotel,3080,Walk,0,3080,June,5,Gujarat,4
V39852,68,Male,Hotel,772,Horse,4600,5372,June,3,Delhi,6
V39853,58,Other,Hotel,1940,Walk,0,1940,September,8,Rajasthan,7
V39854,34,Male,Tent,3449,Horse,4407,7856,May,5,Delhi,1
V39855,45,Male,Tent,801,Palanquin,6310,7111,September,5,Maharashtra,3
V39856,63,Male,Hotel,2337,Palanquin,5113,7450,October,8,Madhya Pradesh,7
V39857,29,Female,Dharamshala,1032,Walk,0,1032,October,6,Gujarat,1
V39858,69,Male,Tent,3368,Horse,430,3798,July,9,Rajasthan,6
V39859,35,Female,Hotel,2837,Helicopter,3778,6615,July,4,Uttar Pradesh,1
V39860,47,Female,Hotel,1248,Palanquin,7483,8731,August,8,Gujarat,1
V39861,68,Male,Dharamshala,1313,Horse,4161,5474,July,10,Gujarat,5
V39862,34,Female,Tent,3432,Palanquin,3680,7112,June,5,Madhya Pradesh,7
V39863,26,Female,Hotel,4902,Walk,0,4902,October,7,Madhya Pradesh,5
V39864,47,Female,Hotel,834,Palanquin,4437,5271,October,5,Uttar Pradesh,3
V39865,55,Other,Hotel,1528,Horse,4914,6442,September,8,Maharashtra,3
V39866,46,Female,Dharamshala,4239,Horse,5989,10228,July,5,Uttar Pradesh,5
V39867,33,Male,Dharamshala,2494,Walk,0,2494,July,10,Rajasthan,1
V39868,21,Female,Dharamshala,4226,Walk,0,4226,June,5,Delhi,3
V39869,66,Female,Dharamshala,4055,Walk,0,4055,May,4,Uttar Pradesh,5
V39870,53,Female,Hotel,1657,Horse,4712,6369,October,8,Madhya Pradesh,4
V39871,34,Female,Tent,1568,Walk,0,1568,October,2,Delhi,1
V39872,31,Male,Hotel,3244,Helicopter,1542,4786,September,1,Rajasthan,6
V39873,45,Female,Hotel,1801,Walk,0,1801,August,9,Gujarat,3
V39874,45,Female,Hotel,946,Walk,0,946,August,8,Rajasthan,5
V39875,36,Male,Hotel,1401,Helicopter,4993,6394,October,4,Gujarat,1
V39876,28,Male,Hotel,3581,Walk,0,3581,June,3,Madhya Pradesh,5
V39877,54,Female,Hotel,2653,Walk,0,2653,June,2,Delhi,7
V39878,45,Male,Tent,3048,Horse,6058,9106,September,4,Delhi,7
V39879,51,Male,Hotel,2564,Palanquin,3056,5620,May,10,Uttar Pradesh,3
V39880,26,Male,Dharamshala,2433,Walk,0,2433,September,9,Uttar Pradesh,3
V39881,46,Male,Tent,3323,Walk,0,3323,May,2,Maharashtra,6
V39882,59,Female,Hotel,3193,Walk,0,3193,September,3,Delhi,4
V39883,67,Male,Dharamshala,1612,Walk,0,1612,August,4,Madhya Pradesh,4
V39884,51,Female,Hotel,4368,Walk,0,4368,June,2,Maharashtra,4
V39885,62,Male,Tent,3725,Horse,4230,7955,May,3,Maharashtra,6
V39886,63,Female,Hotel,363,Walk,0,363,June,9,Gujarat,5
V39887,47,Female,Hotel,1072,Palanquin,6315,7387,May,1,Uttar Pradesh,2
V39888,46,Female,Tent,2082,Walk,0,2082,July,4,Rajasthan,3
V39889,20,Male,Hotel,721,Walk,0,721,July,4,Gujarat,2
V39890,42,Female,Dharamshala,1958,Horse,6295,8253,July,6,Maharashtra,1
V39891,45,Female,Hotel,980,Horse,6110,7090,October,2,Rajasthan,1
V39892,51,Male,Tent,4268,Palanquin,2422,6690,October,6,Gujarat,1
V39893,47,Female,Dharamshala,2804,Palanquin,7830,10634,June,7,Madhya Pradesh,7
V39894,20,Male,Hotel,1565,Helicopter,1165,2730,July,4,Delhi,6
V39895,60,Female,Hotel,2493,Horse,6198,8691,September,2,Delhi,6
V39896,38,Male,Hotel,3554,Horse,1585,5139,August,3,Delhi,1
V39897,39,Female,Hotel,3018,Palanquin,5610,8628,May,7,Delhi,7
V39898,40,Female,Hotel,478,Horse,4595,5073,October,10,Delhi,4
V39899,18,Female,Hotel,2340,Palanquin,7481,9821,September,6,Maharashtra,6
V39900,42,Female,Hotel,3436,Walk,0,3436,August,8,Uttar Pradesh,5
V39901,67,Male,Tent,963,Walk,0,963,September,4,Madhya Pradesh,4
V39902,62,Male,Hotel,2316,Horse,2952,5268,May,3,Gujarat,6
V39903,49,Male,Hotel,2483,Walk,0,2483,August,3,Delhi,3
V39904,63,Female,Hotel,882,Walk,0,882,July,4,Uttar Pradesh,5
V39905,45,Male,Dharamshala,4226,Horse,2671,6897,May,3,Rajasthan,5
V39906,24,Male,Dharamshala,4117,Walk,0,4117,June,2,Delhi,5
V39907,19,Female,Hotel,4233,Helicopter,7656,11889,July,6,Delhi,4
V39908,70,Male,Hotel,2722,Helicopter,7731,10453,September,4,Maharashtra,1
V39909,55,Female,Dharamshala,1520,Palanquin,5778,7298,September,7,Delhi,4
V39910,25,Male,Dharamshala,3702,Palanquin,2609,6311,July,5,Maharashtra,4
V39911,31,Other,Hotel,4947,Horse,2580,7527,June,1,Uttar Pradesh,4
V39912,54,Male,Hotel,1607,Horse,473,2080,June,6,Delhi,4
V39913,42,Male,Tent,2122,Horse,3905,6027,June,10,Madhya Pradesh,1
V39914,38,Male,Dharamshala,3057,Horse,1653,4710,August,1,Rajasthan,1
V39915,29,Female,Hotel,3523,Helicopter,2995,6518,October,5,Rajasthan,4
V39916,19,Other,Hotel,2223,Helicopter,2390,4613,October,6,Maharashtra,4
V39917,61,Male,Dharamshala,2024,Horse,2421,4445,September,7,Uttar Pradesh,4
V39918,28,Female,Tent,3989,Helicopter,2617,6606,June,2,Madhya Pradesh,5
V39919,33,Male,Tent,1740,Walk,0,1740,May,2,Maharashtra,3
V39920,29,Male,Hotel,3986,Horse,3805,7791,May,4,Maharashtra,3
V39921,27,Female,Hotel,2483,Walk,0,2483,July,8,Uttar Pradesh,1
V39922,25,Male,Hotel,3354,Palanquin,4161,7515,October,7,Uttar Pradesh,3
V39923,58,Male,Tent,3910,Helicopter,572,4482,July,4,Gujarat,4
V39924,29,Female,Tent,2045,Walk,0,2045,July,1,Maharashtra,4
V39925,28,Female,Hotel,978,Horse,1308,2286,September,4,Maharashtra,4
V39926,31,Female,Hotel,421,Palanquin,3367,3788,September,2,Rajasthan,1
V39927,69,Female,Tent,2544,Palanquin,4340,6884,June,7,Rajasthan,7
V39928,38,Male,Tent,3131,Walk,0,3131,June,2,Madhya Pradesh,6
V39929,63,Male,Dharamshala,3055,Palanquin,7678,10733,May,3,Madhya Pradesh,3
V39930,22,Female,Dharamshala,2602,Horse,4613,7215,July,1,Maharashtra,7
V39931,24,Female,Hotel,3269,Walk,0,3269,July,6,Rajasthan,1
V39932,20,Male,Hotel,1479,Horse,4216,5695,October,3,Delhi,4
V39933,35,Female,Hotel,2099,Walk,0,2099,September,5,Uttar Pradesh,6
V39934,61,Male,Dharamshala,4775,Walk,0,4775,June,7,Uttar Pradesh,4
V39935,51,Male,Hotel,3598,Palanquin,5022,8620,May,5,Madhya Pradesh,5
V39936,36,Male,Hotel,3832,Walk,0,3832,May,9,Madhya Pradesh,3
V39937,18,Male,Hotel,1443,Horse,2213,3656,May,5,Maharashtra,1
V39938,26,Female,Hotel,1258,Walk,0,1258,September,1,Uttar Pradesh,5
V39939,18,Male,Tent,2972,Walk,0,2972,July,4,Delhi,7
V39940,38,Female,Hotel,3932,Horse,4321,8253,August,7,Madhya Pradesh,3
V39941,40,Female,Hotel,2052,Palanquin,2064,4116,June,10,Delhi,5
V39942,43,Male,Tent,2718,Helicopter,196,2914,August,4,Uttar Pradesh,6
V39943,35,Male,Dharamshala,1579,Palanquin,4208,5787,July,9,Gujarat,4
V39944,49,Female,Dharamshala,4385,Palanquin,5742,10127,October,5,Madhya Pradesh,4
V39945,66,Male,Hotel,1222,Horse,686,1908,August,5,Delhi,2
V39946,33,Male,Dharamshala,1261,Walk,0,1261,August,2,Madhya Pradesh,2
V39947,54,Other,Hotel,4066,Walk,0,4066,June,2,Gujarat,6
V39948,53,Male,Tent,2616,Walk,0,2616,October,7,Gujarat,3
V39949,37,Male,Hotel,4562,Horse,5281,9843,September,2,Rajasthan,1
V39950,36,Female,Hotel,4644,Horse,5565,10209,September,2,Maharashtra,3
V39951,69,Male,Hotel,1532,Walk,0,1532,September,10,Rajasthan,5
V39952,59,Other,Hotel,1719,Helicopter,4238,5957,August,2,Maharashtra,3
V39953,53,Male,Tent,636,Horse,2937,3573,August,7,Rajasthan,1
V39954,39,Female,Hotel,2481,Helicopter,1080,3561,October,8,Gujarat,7
V39955,29,Male,Hotel,4493,Palanquin,3352,7845,September,5,Delhi,3
V39956,62,Male,Dharamshala,570,Palanquin,6162,6732,October,1,Maharashtra,4
V39957,36,Female,Tent,1303,Walk,0,1303,September,1,Uttar Pradesh,5
V39958,44,Male,Tent,2418,Helicopter,1735,4153,July,10,Rajasthan,5
V39959,46,Male,Hotel,3500,Horse,6464,9964,October,3,Rajasthan,2
V39960,58,Male,Hotel,4436,Horse,7505,11941,September,4,Madhya Pradesh,6
V39961,47,Female,Hotel,2976,Horse,2710,5686,June,9,Gujarat,1
V39962,32,Male,Dharamshala,3360,Horse,2382,5742,July,3,Rajasthan,4
V39963,48,Male,Hotel,1419,Palanquin,1854,3273,July,7,Uttar Pradesh,2
V39964,59,Male,Tent,598,Walk,0,598,May,7,Gujarat,4
V39965,22,Female,Dharamshala,3124,Walk,0,3124,August,6,Gujarat,2
V39966,44,Female,Tent,2616,Walk,0,2616,July,8,Delhi,3
V39967,63,Male,Hotel,3395,Helicopter,2346,5741,June,7,Gujarat,1
V39968,53,Male,Hotel,2122,Palanquin,817,2939,July,5,Uttar Pradesh,7
V39969,65,Female,Tent,3110,Helicopter,139,3249,July,10,Uttar Pradesh,1
V39970,42,Female,Hotel,2345,Palanquin,5573,7918,May,8,Delhi,2
V39971,52,Male,Dharamshala,3079,Walk,0,3079,May,10,Delhi,6
V39972,68,Female,Dharamshala,565,Horse,6464,7029,October,4,Madhya Pradesh,2
V39973,30,Female,Tent,3314,Walk,0,3314,August,1,Rajasthan,5
V39974,55,Male,Dharamshala,1483,Walk,0,1483,May,10,Rajasthan,1
V39975,19,Male,Tent,3528,Walk,0,3528,July,10,Maharashtra,1
V39976,67,Male,Hotel,3593,Helicopter,1601,5194,October,4,Uttar Pradesh,4
V39977,29,Male,Hotel,4135,Horse,4013,8148,May,6,Maharashtra,6
V39978,53,Female,Tent,4226,Horse,3067,7293,September,5,Rajasthan,5
V39979,64,Male,Hotel,435,Helicopter,6001,6436,September,10,Madhya Pradesh,3
V39980,48,Female,Hotel,3524,Palanquin,4541,8065,May,10,Rajasthan,4
V39981,63,Male,Tent,2365,Horse,3078,5443,July,7,Madhya Pradesh,1
V39982,48,Female,Hotel,4490,Horse,2053,6543,June,8,Delhi,6
V39983,52,Female,Tent,4519,Walk,0,4519,June,4,Uttar Pradesh,1
V39984,33,Male,Dharamshala,1851,Walk,0,1851,September,3,Delhi,7
V39985,48,Male,Tent,1459,Walk,0,1459,October,2,Maharashtra,7
V39986,45,Male,Hotel,4776,Walk,0,4776,May,2,Rajasthan,5
V39987,39,Male,Hotel,4199,Walk,0,4199,August,2,Gujarat,7
V39988,25,Male,Tent,564,Palanquin,7355,7919,August,3,Maharashtra,5
V39989,33,Male,Hotel,1638,Walk,0,1638,July,7,Rajasthan,3
V39990,60,Male,Hotel,2503,Walk,0,2503,October,9,Uttar Pradesh,2
V39991,50,Male,Hotel,4618,Horse,972,5590,May,7,Uttar Pradesh,5
V39992,29,Male,Hotel,2725,Palanquin,7714,10439,August,1,Delhi,1
V39993,46,Female,Hotel,2285,Walk,0,2285,July,6,Gujarat,4
V39994,19,Male,Dharamshala,3281,Palanquin,6227,9508,August,8,Delhi,7
V39995,32,Female,Tent,301,Walk,0,301,June,7,Rajasthan,1
V39996,53,Female,Hotel,583,Walk,0,583,June,7,Delhi,3
V39997,26,Female,Hotel,572,Walk,0,572,September,8,Uttar Pradesh,2
V39998,51,Male,Hotel,3959,Walk,0,3959,September,10,Uttar Pradesh,2
V39999,43,Female,Hotel,4321,Helicopter,2015,6336,August,7,Madhya Pradesh,5
V40000,70,Female,Hotel,4658,Palanquin,5200,9858,September,9,Delhi,1
V40001,54,Female,Hotel,1923,Walk,0,1923,October,5,Madhya Pradesh,6
V40002,45,Female,Dharamshala,3385,Palanquin,16,3401,September,1,Uttar Pradesh,7
V40003,65,Male,Hotel,492,Walk,0,492,June,6,Madhya Pradesh,2
V40004,41,Male,Hotel,3477,Walk,0,3477,October,7,Gujarat,6
V40005,53,Male,Dharamshala,889,Walk,0,889,June,3,Maharashtra,7
V40006,43,Female,Hotel,3740,Helicopter,7774,11514,July,1,Madhya Pradesh,5
V40007,44,Other,Hotel,1426,Helicopter,368,1794,September,9,Uttar Pradesh,7
V40008,40,Female,Hotel,1647,Walk,0,1647,September,5,Rajasthan,7
V40009,36,Female,Hotel,2561,Horse,6615,9176,May,1,Delhi,6
V40010,27,Female,Hotel,2949,Walk,0,2949,August,8,Delhi,2
V40011,41,Female,Dharamshala,1892,Palanquin,3254,5146,May,10,Delhi,3
V40012,40,Male,Hotel,1209,Horse,937,2146,September,1,Uttar Pradesh,5
V40013,48,Male,Tent,448,Helicopter,2446,2894,September,3,Delhi,3
V40014,46,Female,Hotel,4555,Horse,1952,6507,August,6,Maharashtra,1
V40015,21,Female,Hotel,1132,Horse,1671,2803,August,10,Gujarat,3
V40016,40,Female,Tent,405,Helicopter,3705,4110,July,8,Madhya Pradesh,1
V40017,62,Other,Hotel,1155,Palanquin,1889,3044,May,8,Delhi,5
V40018,57,Female,Hotel,3225,Palanquin,3978,7203,July,7,Gujarat,5
V40019,25,Other,Tent,4721,Walk,0,4721,July,1,Rajasthan,3
V40020,37,Female,Tent,1142,Horse,552,1694,August,1,Maharashtra,3
V40021,67,Female,Tent,1005,Helicopter,5295,6300,May,8,Uttar Pradesh,1
V40022,38,Male,Hotel,4297,Helicopter,7346,11643,July,3,Maharashtra,6
V40023,38,Male,Tent,3975,Walk,0,3975,May,7,Gujarat,6
V40024,67,Female,Tent,3537,Walk,0,3537,August,1,Rajasthan,5
V40025,70,Female,Hotel,4712,Walk,0,4712,October,7,Delhi,6
V40026,29,Female,Dharamshala,4020,Horse,5323,9343,June,6,Gujarat,5
V40027,20,Female,Hotel,4480,Horse,2920,7400,July,3,Madhya Pradesh,2
V40028,47,Male,Hotel,1650,Walk,0,1650,September,8,Delhi,5
V40029,21,Female,Dharamshala,4663,Walk,0,4663,May,9,Maharashtra,5
V40030,56,Female,Tent,3137,Horse,5219,8356,July,9,Delhi,7
V40031,40,Male,Hotel,2972,Horse,1140,4112,September,1,Uttar Pradesh,6
V40032,67,Female,Hotel,1537,Helicopter,5473,7010,September,10,Rajasthan,7
V40033,45,Female,Hotel,1790,Walk,0,1790,June,7,Delhi,1
V40034,21,Male,Tent,2390,Horse,481,2871,May,5,Gujarat,3
V40035,20,Male,Hotel,3222,Walk,0,3222,June,1,Delhi,7
V40036,24,Female,Tent,916,Walk,0,916,July,10,Uttar Pradesh,3
V40037,35,Male,Hotel,2920,Palanquin,7038,9958,August,5,Gujarat,3
V40038,49,Male,Dharamshala,1262,Walk,0,1262,August,5,Uttar Pradesh,2
V40039,55,Female,Tent,2200,Palanquin,4676,6876,May,9,Uttar Pradesh,4
V40040,26,Male,Dharamshala,1739,Horse,2497,4236,October,5,Maharashtra,4
V40041,27,Male,Hotel,3038,Walk,0,3038,July,5,Maharashtra,4
V40042,22,Female,Hotel,474,Walk,0,474,July,3,Rajasthan,3
V40043,30,Other,Hotel,2141,Palanquin,2376,4517,June,8,Madhya Pradesh,5
V40044,52,Male,Tent,2790,Horse,1149,3939,July,5,Delhi,5
